name,smiles
Nifuratel,CSCC1CN(\N=C\C2=CC=C(O2)[N+]([O-])=O)C(=O)O1
Cangrelor,CSCCNC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC(SCCC(F)(F)F)=N1
Efavirenz,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1
Flibanserin,FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1
Antrafenine,FC(F)(F)C1=CC(=CC=C1)N1CCN(CCOC(=O)C2=CC=CC=C2NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)CC1
Talniflumate,FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OC2OC(=O)C3=CC=CC=C23)=CC=C1
Flecainide,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
Idalopirdine,FC(F)C(F)(F)COC1=CC=CC(CNCCC2=CNC3=CC(F)=CC=C23)=C1
Isoflurane,FC(F)OC(Cl)C(F)(F)F
Enflurane,FC(F)OC(F)(F)C(F)Cl
Desflurane,FC(F)OC(F)C(F)(F)F
Netoglitazone,FC1=C(COC2=CC=C3C=C(CC4SC(=O)NC4=O)C=CC3=C2)C=CC=C1
Paroxetine,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1
Ketanserin,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1
Droperidol,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12
Azaperone,FC1=CC=C(C=C1)C(=O)CCCN1CCN(CC1)C1=CC=CC=N1
Pimozide,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1
Fluindione,FC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O
Sertindole,FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2
Romifidine,FC1=CC=CC(Br)=C1NC1=NCCN1
Sevoflurane,FCOC(C(F)(F)F)C(F)(F)F
Droxidopa,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O
Sitagliptin,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F
Liothyronine I-131,N[C@@H](CC1=CC([131I])=C(OC2=CC([131I])=C(O)C=C2)C([131I])=C1)C(O)=O
Levothyroxine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
Liothyronine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
Levodopa,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
Lanicemine,N[C@@H](CC1=CC=CC=N1)C1=CC=CC=C1
Oxitriptan,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O
Solriamfetol,N[C@@H](COC(N)=O)CC1=CC=CC=C1
Gemigliptin,N[C@H](CN1CC(F)(F)CCC1=O)CC(=O)N1CCC2=C(C1)N=C(N=C2C(F)(F)F)C(F)(F)F
Endralazine,N\N=C1/NN=C2CCN(CC2=C1)C(=O)C1=CC=CC=C1
Pentamidine,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1
Debrisoquine,NC(=N)N1CCC2=CC=CC=C2C1
Phenformin,NC(=N)NC(=N)NCCC1=CC=CC=C1
Guanfacine,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
Nafamostat,NC(=N)NC1=CC=C(C=C1)C(=O)OC1=CC2=C(C=C1)C=C(C=C2)C(N)=N
Guanazodine,NC(=N)NCC1CCCCCCN1
Guanoxan,NC(=N)NCC1COC2=C(O1)C=CC=C2
Guanoclor,NC(=N)NNCCOC1=C(Cl)C=CC=C1Cl
Sulfaguanidine,NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1
Piritramide,NC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)N1CCCCC1
Pipamperone,NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1
AICA ribonucleotide,NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Samidorphan,NC(=O)C1=CC=C2C[C@H]3N(CC4CC4)CC[C@@]4(CC(=O)CC[C@@]34O)C2=C1O
Salicylamide,NC(=O)C1=CC=CC=C1O
Vilazodone,NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1
Rufinamide,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1
Oxiracetam,NC(=O)CN1CC(O)CC1=O
Piracetam,NC(=O)CN1CCCC1=O
Eslicarbazepine,NC(=O)N1C2=C(C[C@H](O)C3=C1C=CC=C3)C=CC=C2
Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
Oxcarbazepine,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2
Phenacemide,NC(=O)NC(=O)CC1=CC=CC=C1
Allantoin,NC(=O)NC1NC(=O)NC1=O
Carisbamate,NC(=O)OC[C@@H](O)C1=CC=CC=C1Cl
Hexapropymate,NC(=O)OC1(CC#C)CCCCC1
Felbamate,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
Styramate,NC(=O)OCC(O)C1=CC=CC=C1
Phenprobamate,NC(=O)OCCCC1=CC=CC=C1
Sulfathiourea,NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1
Vigabatrin,NC(CCC(O)=O)C=C
Neocitrullamon,NC(CCCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(O)=O
Famotidine,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
Guanadrel,NC(N)=NCC1COC2(CCCCC2)O1
Guanethidine,NC(N)=NCCN1CCCCCCC1
Guanabenz,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl
Framycetin,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
Paromomycin,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
Norepinephrine,NC[C@H](O)C1=CC(O)=C(O)C=C1
Neamine,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
Tobramycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
Kanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
Clorsulon,NC1=C(C=C(C(=C1)C(Cl)=C(Cl)Cl)S(N)(=O)=O)S(N)(=O)=O
Flucytosine,NC1=C(F)C=NC(=O)N1
Adenosine,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1
Minoxidil,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1
Mesalazine,NC1=CC(C(O)=O)=C(O)C=C1
Phenyl aminosalicylate,NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1
Aminosalicylic acid,NC1=CC(O)=C(C=C1)C(O)=O
Dapsone,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1
Sulfapyridine,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
Sulfaphenazole,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1
Sulfadiazine,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
Sulfaquinoxaline,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC2=C(C=CC=C2)N=C1
Chlorsulfaquinoxaline,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC2=CC=CC(Cl)=C2N=C1
Sulfachlorpyridazine,NC1=CC=C(C=C1)S(=O)(=O)NC1=NN=C(Cl)C=C1
Pomalidomide,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
Lometrexol,NC1=NC(=O)C2=C(NC[C@H](CCC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C2)N1
Pemetrexed,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1
Gemcitabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
Lamotrigine,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1
Delafloxacin,NC1=NC(N2C=C(C(O)=O)C(=O)C3=CC(F)=C(N4CC(O)C4)C(Cl)=C23)=C(F)C=C1F
Aminopterin,NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=N2)C(N)=N1
Riluzole,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
Pralatrexate,NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1
Epinastine,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21
Tranylcypromine,NC1CC1C1=CC=CC=C1
Baclofen,NCC(CC(O)=O)C1=CC=C(Cl)C=C1
Phenibut,NCC(CC(O)=O)C1=CC=CC=C1
Arbekacin,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
Seproxetine,NCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
Gabapentin,NCC1(CC(O)=O)CCCCC1
Sulfatolamide,NCC1=CC=C(C=C1)S(N)(=O)=O.NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1
Dopamine,NCCC1=CC(O)=C(O)C=C1
Tyramine,NCCC1=CC=C(O)C=C1
Phenethylamine,NCCC1=CC=CC=C1
Serotonin,NCCC1=CNC2=CC=C(O)C=C12
Tramiprosate,NCCCS(O)(=O)=O
Dihydralazine,NNC1=C2C=CC=CC2=C(NN)N=N1
Hydralazine,NNC1=NN=CC2=CC=CC=C12
Phenelzine,NNCCC1=CC=CC=C1
Furosemide,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
Azosemide,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CS2)C(=C1)C1=NNN=N1
Clorexolone,NS(=O)(=O)C1=C(Cl)C=C2CN(C3CCCCC3)C(=O)C2=C1
Fenquizone,NS(=O)(=O)C1=C(Cl)C=C2NC(NC(=O)C2=C1)C1=CC=CC=C1
Trichlormethiazide,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl
Cyclothiazide,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2
Chlorothiazide,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1
Hydrochlorothiazide,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
Chlorthalidone,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
Diclofenamide,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O
Clofenamide,NS(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
Piretanide,NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O
Sulthiame,NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O
SC-236,NS(=O)(=O)C1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(Cl)C=C1)C(F)(F)F
Indisulam,NS(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC2=C1NC=C2Cl
Benzthiazide,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O
Bendroflumethiazide,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F
Cyclopenthiazide,NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1Cl
Hydroflumethiazide,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F
JNJ-26489112,NS(=O)(=O)NC[C@H]1COC2=C(O1)C=CC(Cl)=C2
Magaldrate,O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
Magnesium gluconate,O.O.[Mg++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
Sitafloxacin,O.O.O.N[C@@H]1CN(CC11CC1)C1=C(F)C=C2C(=O)C(=CN([C@@H]3C[C@@H]3F)C2=C1Cl)C(O)=O.N[C@@H]1CN(CC11CC1)C1=C(F)C=C2C(=O)C(=CN([C@@H]3C[C@@H]3F)C2=C1Cl)C(O)=O
Magnesium acetate tetrahydrate,O.O.O.O.[Mg++].CC([O-])=O.CC([O-])=O
Magnesium aspartate,O.O.O.O.[Mg++].N[C@@H](CC(O)=O)C([O-])=O.N[C@@H](CC(O)=O)C([O-])=O
Bismuth subsalicylate,O[Bi]1OC(=O)C2=CC=CC=C2O1
Oteseconazole,O[C@@](CN1C=NN=N1)(C1=CC=C(F)C=C1F)C(F)(F)C1=CC=C(C=N1)C1=CC=C(OCC(F)(F)F)C=C1
Taxifolin,O[C@@H]1[C@H](OC2=CC(O)=CC(O)=C2C1=O)C1=CC=C(O)C(O)=C1
Pentosan polysulfate,O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O
Letaxaban,O[C@H](CS(=O)(=O)C1=CC=C2C=C(Cl)C=CC2=C1)C(=O)N1CCC(CC1)N1CCCNC1=O
Nalbuphine,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5
Diphenadione,O=C(C(C1=CC=CC=C1)C1=CC=CC=C1)C1C(=O)C2=CC=CC=C2C1=O
Ocinaplon,O=C(C1=C2N=CC=C(N2N=C1)C1=CC=NC=C1)C1=CC=CC=N1
Nialamide,O=C(CCNNC(=O)C1=CC=NC=C1)NCC1=CC=CC=C1
Mitapivat,O=C(N1CCN(CC2CC2)CC1)C1=CC=C(NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C=C1
Indoramin,O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C1=CC=CC=C1
Phenindione,O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1
Buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1
Pyroquilon,O=C1CCC2=CC=CC3=C2N1CC3
Ebselen,O=C1N([Se]C2=CC=CC=C12)C1=CC=CC=C1
Perampanel,O=C1N(C=C(C=C1C1=CC=CC=C1C#N)C1=NC=CC=C1)C1=CC=CC=C1
Trimethaphan,O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1
Englitazone,O=C1NC(=O)C(CC2=CC=C3O[C@@H](CC4=CC=CC=C4)CCC3=C2)S1
Phenytoin,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
Hydroxyfasudil,O=C1NC=CC2=C(C=CC=C12)S(=O)(=O)N1CCCNCC1
Oxatomide,O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
Bifeprunox,O=C1NC2=C(O1)C(=CC=C2)N1CCN(CC2=CC(=CC=C2)C2=CC=CC=C2)CC1
Gaboxadol,O=C1NOC2=C1CCNC2
Coumarin,O=C1OC2=CC=CC=C2C=C1
7-Nitroindazole,O=N(=O)C1=CC=CC2=CNN=C12
Nitroprusside,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N
Dutogliptin,OB(O)[C@@H]1CCCN1C(=O)CN[C@@H]1CCNC1
Progabide,OC(=N)CCCN=C(C1=CC=C(Cl)C=C1)C1=C(O)C=CC(F)=C1
PRX-08066,OC(=O)\C=C\C(O)=O.FC1=C(C=C(CN2CCC(CC2)NC2=C3C=C(Cl)SC3=NC=N2)C=C1)C#N
Difenoxin,OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
Niflumic acid,OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1
Diflunisal,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1
Thiosalicylic acid,OC(=O)C1=C(S)C=CC=C1
Sulfasalazine,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1
Olsalazine,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O
Benzoic acid,OC(=O)C1=CC=CC=C1
Phthalylsulfathiazole,OC(=O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
Salicylic acid,OC(=O)C1=CC=CC=C1O
Sarafloxacin,OC(=O)C1=CN(C2=CC=C(F)C=C2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
Ciprofloxacin,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
Niacin,OC(=O)C1=CN=CC=C1
Ketorolac,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
Fentiazac,OC(=O)CC1=C(N=C(S1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Tiratricol,OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1
Succinylsulfathiazole,OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
Amineptine,OC(=O)CCCCCCNC1C2=CC=CC=C2CCC2=CC=CC=C12
Balsalazide,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O
Edetic acid,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
Aceclofenac,OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
Tienilic acid,OC(=O)COC1=C(Cl)C(Cl)=C(C=C1)C(=O)C1=CC=CS1
Levocetirizine,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Cetirizine,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Quifenadine,OC(C1CN2CCC1CC2)(C1=CC=CC=C1)C1=CC=CC=C1
Tioclomarol,OC(CC(C1=CC=C(Cl)S1)C1=C(O)C2=CC=CC=C2OC1=O)C1=CC=C(Cl)C=C1
Pridinol,OC(CCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
Fluconazole,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
Fenyramidol,OC(CNC1=NC=CC=C1)C1=CC=CC=C1
Chloral hydrate,OC(O)C(Cl)(Cl)Cl
Acetylglycinamide chloral hydrate,OC(O)C(Cl)(Cl)Cl.CC(=O)NCC(O)=O
Dichloralphenazone,OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl.CN1N(C(=O)C=C1C)C1=CC=CC=C1
Esculin,OC[C@H]1O[C@@H](OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O
Empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C1
Bexagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(OCCOC3CC3)C=C2)=C1
Ipragliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(F)C(CC2=CC3=CC=CC=C3S2)=C1
Trifluperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC(=CC=C1)C(F)(F)F
Bromperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1
Haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1
Dicoumarol,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2
Nitroxoline,OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O
Lawsone,OC1=CC(=O)C2=CC=CC=C2C1=O
4-hydroxycoumarin,OC1=CC(=O)OC2=CC=CC=C12
Benperidol,OC1=NC2=CC=CC=C2N1C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
Vildagliptin,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N
Periciazine,OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1
Voglibose,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
Benzyl alcohol,OCC1=CC=CC=C1
gamma-Hydroxybutyric acid,OCCCC(O)=O
Ditazole,OCCN(CCO)C1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
Miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
Zuclopenthixol,OCCN1CCN(CC\C=C2\C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1
Opipramol,OCCN1CCN(CCCN2C3=CC=CC=C3C=CC3=CC=CC=C23)CC1
Fluphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
Perphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
Glycol salicylate,OCCOC(=O)C1=CC=CC=C1O
Quetiapine,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12
Etofenamate,OCCOCCOC(=O)C1=CC=CC=C1NC1=CC=CC(=C1)C(F)(F)F
Guanoxabenz,ONC(=N)N\N=C\C1=C(Cl)C=CC=C1Cl
Salicylhydroxamic Acid,ONC(=O)C1=CC=CC=C1O
Triclofos,OP(O)(=O)OCC(Cl)(Cl)Cl
Fosphenytoin,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
Aluminium phosphate,[Al+3].[O-]P([O-])([O-])=O
Aluminium acetoacetate,[Al+3].CC(=O)CC([O-])=O.CC(=O)CC([O-])=O.CC(=O)CC([O-])=O
Calcium silicate,[Ca++].O[Si](O)(O)[O-].O[Si](O)(O)[O-]
Azapropazone,[H][C@@]1(CC=C)C(=O)N2N(C1=O)C1=CC(C)=CC=C1N=C2N(C)C
Sodium zirconium cyclosilicate,[Na+].[Na+].[Zr].[O-][Si]1([O-])O[Si]([O-])([O-])O[Si]([O-])([O-])O1
Bismuth subnitrate,[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[O--].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O
Kebuzone,CC(=O)CCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
Benorilate,CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1
Roxatidine acetate,CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1
Pirprofen,CC(C(O)=O)C1=CC(Cl)=C(C=C1)N1CC=CC1
Fenoprofen,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1
Indoprofen,CC(C(O)=O)C1=CC=C(C=C1)N1CC2=CC=CC=C2C1=O
Loxoprofen,CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1
Alminoprofen,CC(C(O)=O)C1=CC=C(NCC(C)=C)C=C1
Tiaprofenic acid,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1
Benoxaprofen,CC(C(O)=O)C1=CC2=C(OC(=N2)C2=CC=C(Cl)C=C2)C=C1
Bortezomib,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
Carfilzomib,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
Dexibuprofen,CC(C)CC1=CC=C(C=C1)[C@H](C)C(O)=O
Ibuproxam,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NO
Proquazone,CC(C)N1C(=O)N=C(C2=CC=CC=C2)C2=CC=C(C)C=C12
Methantheline,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12
Polmacoxib,CC1(C)OC(=C(C1=O)C1=CC=CC(F)=C1)C1=CC=C(C=C1)S(N)(=O)=O
Mefenamic acid,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1
Sulindac,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O
Dexlansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1
Lumiracoxib,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1
Mexazolam,CC1COC2(N1CC(O)=NC1=C2C=C(Cl)C=C1)C1=CC=CC=C1Cl
Bezitramide,CCC(=O)N1C(=O)N(C2CCN(CCC(C#N)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C2=CC=CC=C12
